Type,Subtype,Name,Department,City,Latitude,Longitude,LocationCertified,Link
Patrimonio Industrial,Puerto,Plataforma Fluvial Puerto de Magangué,Bolívar,Magangué,9.235810754930743,-74.7423920077066,Yes
