OMS_Way_Id,Node_Id,Latitude,Longitude
1186114535,11017058254,9.4652182,-74.7728031
1186114535,11017058255,9.4606973,-74.7840406
1186114535,11017058256,9.4552153,-74.7914864
1186114535,11017058257,9.4494158,-74.7983314
1186114535,11017058258,9.4463678,-74.8029448
1186114535,11017058259,9.4465794,-74.8035671
1186114535,11017058260,9.4489501,-74.8059703
1186114535,11017058261,9.4536914,-74.8096181
1186114535,11017058262,9.4608667,-74.8116137
1186114535,11017058263,9.4659464,-74.8087598
1186114535,11017058264,9.4702006,-74.8002411
1186114535,11017058265,9.4728710,-74.7938789
