OMS_Way_Id,Node_Id,Latitude,Longitude
1186114532,11017003672,8.9090248,-74.4599769
1186114532,11017003678,8.9099539,-74.4629051
1186114532,11017003679,8.9134941,-74.4648792
1186114532,11017003680,8.9165467,-74.4664456
1186114532,11017003681,8.9183061,-74.4679047
1186114532,11017003682,8.9187725,-74.4697072
1186114532,11017003683,8.9190693,-74.4724108
1186114532,11017003684,8.9180730,-74.4748141
1186114532,11017003685,8.9162075,-74.4761659
1186114532,11017003686,8.9145328,-74.4762947
1186114532,11017003687,8.9120314,-74.4734622
1186114532,11017003688,8.9096571,-74.4708444
1186114532,11017003689,8.9061805,-74.4676687
1186114532,11017003690,8.9016227,-74.4654800
1186114532,11017003691,8.8997572,-74.4656731
1186114532,11017003692,8.8956445,-74.4686557
1186114532,11017003693,8.8938425,-74.4709517
1186114532,11017003694,8.8936941,-74.4713809
1186114532,11017003695,8.8975949,-74.4744922
1186114532,11017003696,8.9016863,-74.4760801
1186114532,11017003697,8.9079188,-74.4779469
1186114532,11017003698,8.9137273,-74.4805647
1186114532,11017003699,8.9153893,-74.4813282
1186114532,11017003700,8.9201716,-74.4835474
1186114532,11017003701,8.9261706,-74.4864441
1186114532,11017003702,8.9336534,-74.4908000
1186114532,11017003703,8.9382320,-74.4939972
1186114532,11017003704,8.9402033,-74.4981386
1186114532,11017058105,8.9457145,-74.5056702
1186114532,11017058106,8.9479189,-74.5085885
1186114532,11017058107,8.9530484,-74.5180298
1186114532,11017058108,8.9588773,-74.5237376
1186114532,11017058109,8.9644730,-74.5284153
1186114532,11017058110,8.9701534,-74.5307757
1186114532,11017058111,8.9737989,-74.5317842
1186114532,11017058112,8.9758549,-74.5319773
1186114532,11017058113,8.9788433,-74.5317842
1186114532,11017058114,8.9812383,-74.5318271
1186114532,11017058115,8.9869608,-74.5317842
1186114532,11017058116,8.9923865,-74.5324065
1186114532,11017058117,8.9962862,-74.5340802
1186114532,11017058118,8.9981936,-74.5385219
1186114532,11017058119,8.9970491,-74.5444871
1186114532,11017058120,8.9950993,-74.5550443
1186114532,11017058121,8.9926620,-74.5650651
1186114532,11017058122,8.9919202,-74.5735837
1186114532,11017058123,8.9936158,-74.5824887
1186114532,11017058124,8.9964345,-74.5889260
1186114532,11017058125,9.0027290,-74.5946552
1186114532,11017058126,9.0077942,-74.5974018
1186114532,11017058127,9.0154236,-74.6013714
1186114532,11017058128,9.0204462,-74.6062852
1186114532,11017058129,9.0244727,-74.6089460
1186114532,11017058130,9.0278846,-74.6125294
1186114532,11017058131,9.0292621,-74.6174003
1186114532,11017058132,9.0286899,-74.6229364
1186114532,11017058133,9.0266131,-74.6263267
1186114532,11017058134,9.0225442,-74.6287085
1186114532,11017058135,9.0205310,-74.6302535
1186114532,11017058136,9.0200859,-74.6325709
1186114532,11017058137,9.0250025,-74.6363474
1186114532,11017058138,9.0328859,-74.6409179
1186114532,11017058139,9.0386711,-74.6455099
1186114532,11017058140,9.0439053,-74.6507670
1186114532,11017058141,9.0510042,-74.6590282
1186114532,11017058142,9.0546277,-74.6614958
1186114532,11017058143,9.0598193,-74.6659590
1186114532,11017058144,9.0645235,-74.6732332
1186114532,11017058145,9.0670450,-74.6793701
1186114532,11017058146,9.0706049,-74.6843483
1186114532,11017058147,9.0763259,-74.6887256
1186114532,11017058148,9.0792712,-74.6913435
1186114532,11017058149,9.0848497,-74.6944021
1186114532,11017058150,9.0896324,-74.6985103
1186114532,11017058151,9.0964549,-74.7046043
1186114532,11017058152,9.1039130,-74.7109987
1186114532,11017058153,9.1107352,-74.7165777
1186114532,11017058154,9.1144006,-74.7202899
1186114532,11017058155,9.1185955,-74.7237016
1186114532,11017058156,9.1231082,-74.7272421
1186114532,11017058157,9.1287013,-74.7297741
1186114532,11017058158,9.1351630,-74.7303964
1186114532,11017058159,9.1409889,-74.7301175
1186114532,11017058160,9.1498230,-74.7302462
1186114532,11017058161,9.1590382,-74.7297312
1186114532,11017058162,9.1648214,-74.7293235
1186114532,11017058163,9.1707740,-74.7291304
1186114532,11017058164,9.1747777,-74.7280575
1186114532,11017058165,9.1819799,-74.7256328
1186114532,11017058166,9.1859410,-74.7249891
1186114532,11017058167,9.1901775,-74.7261263
1186114532,11017058168,9.1934395,-74.7277571
1186114532,11017058169,9.1979089,-74.7303320
1186114532,11017058170,9.2021664,-74.7341086
1186114532,11017058171,9.2032255,-74.7401382
1186114532,11017058172,9.2034373,-74.7463824
1186114532,11017058173,9.2048988,-74.7555233
1186114532,11017058174,9.2059579,-74.7574331
1186114532,11017058175,9.2095163,-74.7599007
1186114532,11017058176,9.2114014,-74.7604801
1186114532,11017058177,9.2146421,-74.7602870
1186114532,11017058178,9.2175015,-74.7596432
1186114532,11017058179,9.2211446,-74.7524334
1186114532,11017058180,9.2232838,-74.7447731
1186114532,11017058181,9.2273504,-74.7414900
1186114532,11017058182,9.2319887,-74.7404386
1186114532,11017058183,9.2356528,-74.7403957
1186114532,11017058184,9.2423243,-74.7393872
1186114532,11017058185,9.2479367,-74.7380783
1186114532,11017058186,9.2561116,-74.7350956
1186114532,11017058187,9.2632910,-74.7320701
1186114532,11017058188,9.2669547,-74.7281863
1186114532,11017058189,9.2698324,-74.7252676
1186114532,11017058190,9.2749386,-74.7204615
1186114532,11017058191,9.2760299,-74.7193060
1186114532,11017058192,9.2807982,-74.7156079
1186114532,11017058218,9.2846902,-74.7116742
1186114532,11017058193,9.2849976,-74.7113635
1186114532,11017058194,9.2881953,-74.7090675
1186114532,11017058195,9.2948234,-74.7090675
1186114532,11017058196,9.2997573,-74.7069003
1186114532,11017058197,9.3040983,-74.7030593
1186114532,11017058198,9.3106838,-74.7012998
1186114532,11017058199,9.3167398,-74.7011925
1186114532,11017058200,9.3237909,-74.7025014
1186114532,11017058201,9.3276445,-74.7038533
1186114532,11017058202,9.3319005,-74.7043897
1186114532,11017058203,9.3373633,-74.7046043
1186114532,11017058204,9.3427201,-74.7055913
1186114532,11017058205,9.3455573,-74.7059561
