OMS_Way_Id,Node_Id,Latitude,Longitude
100647095,582785780,9.2568073,-74.5320226
100647095,1033747122,9.2578888,-74.5325174
100647095,1033751430,9.2597378,-74.5330689
100647095,1033753970,9.2619468,-74.5339054
100647095,1033750532,9.2646311,-74.5355523
100647095,1033747919,9.2668336,-74.5372957
100647095,1033752481,9.2676224,-74.5378804
100647095,1033754404,9.2683266,-74.5387924
100647095,1033750982,9.2689302,-74.5397902
100647095,1033750219,9.2698461,-74.5416355
100647095,1033746737,9.2709314,-74.5432395
100647095,1033749203,9.2720326,-74.5447201
100647095,1033753740,9.2736104,-74.5467532
100647095,1033750816,9.2754634,-74.5482606
100647095,1033747605,9.2770993,-74.5493549
100647095,1033749830,9.2786187,-74.5501971
100647095,1033754242,9.2812341,-74.5514739
100647095,1033753506,9.2828911,-74.5522571
100647095,1033750010,9.2849029,-74.5533139
100647095,1033752278,9.2865547,-74.5540810
100647095,1033749014,9.2881112,-74.5550734
100647095,1033753370,9.2895511,-74.5561409
100647095,1033749919,9.2903453,-74.5568222
100647095,1033751816,9.2914327,-74.5580419
100647095,1033748930,9.2919476,-74.5593719
100647095,1033747773,9.2925210,-74.5598928
100647095,1033752375,9.2937334,-74.5610762
100647095,1033754326,9.2949669,-74.5613498
100647095,1033750903,9.2968039,-74.5618218
100647095,1033748535,9.2988368,-74.5619988
100647095,1033753058,9.3029078,-74.5623261
100647095,1033747011,9.3043266,-74.5623690
100647095,1033751355,9.3063488,-74.5618808
100647095,6573616875,9.3071535,-74.5615697
100647095,1033750737,9.3101286,-74.5609152
100647095,6573616874,9.3112403,-74.5613229
100647095,1033747427,9.3122461,-74.5623744
100647095,1033749658,9.3131460,-74.5634472
100647095,1033754145,9.3142128,-74.5650889
100647095,1033751129,9.3146541,-74.5660185
